id,spec
581455921208,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '立体剪裁', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '潮', '工艺处理': '压皱猫须刮烂马骝磨毛水洗石磨', '洗水工艺': '水洗', '品牌': 'PierreCardin/皮尔卡丹', '牛仔面料': '棉弹牛仔布', '货号': 'PECD265', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年冬季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉97%聚氨酯弹性纤维(氨纶)3%', '适用对象': '青年'}"
579025609555,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '五袋款', '裤长': '长裤', '款式版型': '合体直筒', '裤脚口款式': '直脚', '细分风格': '商务休闲', '工艺处理': '猫须手擦马骝水洗', '洗水工艺': '水洗石洗/石磨酵素洗', '品牌': '科肯', '牛仔面料': '加绒牛仔布', '货号': 'KK815-1', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2018年冬季', '厚薄': '加绒加厚', '材质成分': '棉69%聚酯纤维24%粘胶纤维(粘纤)5.8%聚氨酯弹性纤维(氨纶)1.2%', '适用对象': '青年'}"
574692913123,"{'腰型': '中腰', '裤长': '长裤', '裤脚口款式': '小直脚', '细分风格': '潮', '品牌': 'PLAYBOY/花花公子', '货号': 'BL321', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2018年秋季', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉66.2%聚酯纤维31.9%粘胶纤维(粘纤)1.1%聚氨酯弹性纤维(氨纶)0.8%', '适用对象': '青年'}"
579434086534,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '多口袋', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '潮', '工艺处理': '猫须手擦马骝无工艺做旧水洗', '洗水工艺': '水洗石洗/石磨', '品牌': 'USIGSX', '牛仔面料': '常规牛仔布', '货号': '28黑灰2', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年冬季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉72.5%聚酯纤维25.5%聚氨酯弹性纤维(氨纶)2%', '适用对象': '青年'}"
545301366822,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '多口袋', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '美式休闲', '工艺处理': '水洗', '洗水工艺': '水洗', '品牌': 'G＆GAvenue', '牛仔面料': '常规牛仔布', '货号': 'GKQY179-01', '弹力': '微弹', '基础风格': '商务绅士', '上市年份季节': '2017年春季', '厚薄': '常规', '材质成分': '棉98%聚氨酯弹性纤维(氨纶)2%', '适用对象': '青年'}"
575812487913,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '多口袋', '裤长': '长裤', '款式版型': '合体直筒', '裤脚口款式': '小直脚', '细分风格': '潮', '洗水工艺': '水洗', '品牌': 'Kuziman', '牛仔面料': '常规牛仔布', '货号': '18NZ0662', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年秋季', '厚薄': '常规', '材质成分': '棉72.6%聚酯纤维26.7%聚氨酯弹性纤维(氨纶)0.7%', '适用对象': '青年'}"
577586199765,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '立体剪裁', '裤长': '长裤', '款式版型': '合体直筒', '裤脚口款式': '直脚', '细分风格': '青春活力', '工艺处理': '压皱猫须手擦马骝磨毛水洗', '洗水工艺': '水洗', '品牌': '简耀', '牛仔面料': '常规牛仔布', '货号': '009-111A', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉61%聚酯纤维33.5%粘胶纤维(粘纤)4.5%聚氨酯弹性纤维(氨纶)1%', '适用对象': '青年'}"
556668700440,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '五袋款', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '潮', '工艺处理': '压皱漂白猫须雪花洗磨边刮烂磨毛水洗烫印', '洗水工艺': '水洗石洗/石磨砂洗石漂洗漂染碧纹洗吊染雪花洗酵素洗化学洗', '品牌': '杜凯', '牛仔面料': '常规牛仔布', '货号': '932', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2017年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉69.2%聚酯纤维29.4%聚氨酯弹性纤维(氨纶)1.4%', '适用对象': '青少年'}"
554154385361,"{'裤长': '长裤', '款式细节': '五袋款', '腰型': '中腰', '裤脚口款式': '直脚', '裤门襟': '拉链', '款式版型': '合体直筒', '工艺处理': '猫须手擦马骝水洗', '洗水工艺': '水洗石洗/石磨砂洗', '细分风格': '潮', '上市年份季节': '2017年夏季', '销售渠道类型': '纯电商(只在线上销售)', '牛仔面料': '棉弹牛仔布', '弹力': '微弹', '厚薄': '常规', '基础风格': '商务绅士', '品牌': '尊贵马', '货号': 'z8010', '材质成分': '棉73%聚酯纤维24%粘胶纤维(粘纤)1.5%聚氨酯弹性纤维(氨纶)1.5%', '适用对象': '青年'}"
584131381336,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '多口袋', '裤长': '长裤', '款式版型': '合体直筒', '裤脚口款式': '直脚', '细分风格': '商务休闲', '工艺处理': '水洗', '品牌': '酷之炫', '牛仔面料': '加厚牛仔布', '货号': 'A819', '弹力': '超高弹力', '基础风格': '商务绅士', '上市年份季节': '2018年冬季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉73%聚酯纤维24.2%粘胶纤维(粘纤)1.4%聚氨酯弹性纤维(氨纶)1.4%', '适用对象': '青年'}"
582315027134,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '拼接款', '裤长': '长裤', '款式版型': '宽松直筒', '裤脚口款式': '直脚', '细分风格': '青春活力', '工艺处理': '漂白猫须破洞雪花洗手擦磨边刮烂电磨赤耳马骝扎染磨毛水洗石磨', '洗水工艺': '水洗石洗/石磨砂洗石漂洗漂染碧纹洗吊染酵素洗', '品牌': '缀凡', '牛仔面料': '常规牛仔布', '货号': 'zhuifan', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年冬季', '厚薄': '常规', '销售渠道类型': '天猫独家(只在天猫销售)', '材质成分': '棉73%聚酯纤维24.2%粘胶纤维(粘纤)1.4%聚氨酯弹性纤维(氨纶)1.4%', '适用对象': '青年'}"
569397247409,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '五袋款', '裤长': '长裤', '款式版型': '合体直筒', '裤脚口款式': '直脚', '细分风格': '商务休闲', '工艺处理': '压皱漂白猫须雪花洗手擦磨边刮烂电磨针缝喷砂赤耳马骝镶边扎花刺绣扎染做旧蜡染磨毛水洗吊染烫印石磨', '洗水工艺': '水洗石洗/石磨砂洗石漂洗漂染碧纹洗吊染雪花洗酵素洗化学洗', '品牌': '战线狼', '牛仔面料': '常规牛仔布', '货号': '6699/8018', '弹力': '无弹', '基础风格': '时尚都市', '上市年份季节': '2018年夏季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉51%聚酯纤维47%其他2%', '适用对象': '青年'}"
581474747192,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '立体剪裁', '裤长': '长裤', '款式版型': '哈伦裤', '裤脚口款式': '小直脚', '细分风格': '潮', '工艺处理': '破洞手擦磨边刮烂无工艺水洗', '洗水工艺': '水洗', '品牌': 'JingoTima', '牛仔面料': '常规牛仔布', '货号': 'nzk63001', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年冬季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉75%聚酯纤维23%聚氨酯弹性纤维(氨纶)2%', '适用对象': '青年'}"
579985262945,"{'腰型': '中腰', '裤门襟': '拉链', '裤长': '长裤', '细分风格': '潮', '工艺处理': '水洗', '洗水工艺': '水洗', '品牌': 'Trendiano', '牛仔面料': '常规牛仔布', '货号': '3GC4064320', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2018年冬季', '销售渠道类型': '商场同款(线上线下都销售)', '材质成分': '棉69.9%聚酯纤维26.8%聚氨酯弹性纤维(氨纶)1.4%其他1.9%', '适用对象': '青年'}"
576889861758,"{'裤门襟': '拉链', '款式细节': '多口袋', '裤长': '长裤', '款式版型': '合体直筒', '裤脚口款式': '直脚', '细分风格': '青春活力', '工艺处理': '水洗', '洗水工艺': '水洗', '品牌': 'PLAYBOY/花花公子', '牛仔面料': '常规牛仔布', '货号': 'QT-FT818-CA', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉68.1%聚酯纤维31%聚氨酯弹性纤维(氨纶)0.9%', '适用对象': '青年'}"
578017380048,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '多口袋', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '潮', '洗水工艺': '水洗', '品牌': 'PLAYBOY/花花公子', '牛仔面料': '常规牛仔布', '货号': 'AGDDFNZK8828', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉66.3%聚酯纤维31.8%聚氨酯弹性纤维(氨纶)1.9%', '适用对象': '青年'}"
576981424101,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '五袋款', '裤长': '长裤', '款式版型': '宽松直筒', '裤脚口款式': '直脚', '细分风格': '商务休闲', '工艺处理': '马骝水洗', '洗水工艺': '水洗', '品牌': '南极人', '牛仔面料': '常规牛仔布', '货号': 'NJR3013+5021', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2018年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉71.6%聚酯纤维27.3%聚氨酯弹性纤维(氨纶)1.1%', '适用对象': '青年'}"
571482989722,"{'裤长': '长裤', '品牌': 'Uniqlo/优衣库', '货号': 'UQ408488000', '上市年份季节': '2018年秋季', '销售渠道类型': '商场同款(线上线下都销售)', '基础风格': '其他', '材质成分': '棉100%'}"
577203974633,"{'腰型': '中低腰', '裤门襟': '拉链', '款式细节': '五袋款', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '欧美简约', '工艺处理': '镶边无工艺蜡染水洗', '洗水工艺': '水洗', '品牌': 'JLXP', '牛仔面料': '常规牛仔布', '货号': '834', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年秋季', '厚薄': '常规', '材质成分': '棉67.7%聚酯纤维31.2%聚氨酯弹性纤维(氨纶)1.1%', '适用对象': '青年'}"
578634323361,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '多口袋', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '潮', '工艺处理': '漂白猫须雪花洗马骝做旧磨毛水洗', '洗水工艺': '水洗石洗/石磨', '品牌': '南极人', '牛仔面料': '常规牛仔布', '货号': '24款', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年冬季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉72.5%聚酯纤维25.5%聚氨酯弹性纤维(氨纶)2%', '适用对象': '青年'}"
544384137453,"{'裤长': '长裤', '款式细节': '立体剪裁', '腰型': '中腰', '裤脚口款式': '小直脚', '裤门襟': '拉链', '款式版型': '修身小脚', '工艺处理': '猫须雪花洗手擦磨边刮烂电磨喷砂马骝扎染', '洗水工艺': '水洗石洗/石磨雪花洗', '细分风格': '精致韩风', '上市年份季节': '2017年冬季', '牛仔面料': '棉弹牛仔布', '弹力': '超高弹力', '厚薄': '常规', '基础风格': '时尚都市', '品牌': 'Yezoe/英佐', '货号': 'YZ17115650', '材质成分': '棉97%聚氨酯弹性纤维(氨纶)3%', '适用对象': '青年'}"
580770239442,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '立体剪裁', '裤长': '长裤', '款式版型': '宽松直筒', '裤脚口款式': '直脚', '细分风格': '商务休闲', '工艺处理': '马骝水洗', '洗水工艺': '水洗', '品牌': '南极人', '牛仔面料': '常规牛仔布', '货号': 'NJR009', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2018年冬季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉73%聚酯纤维25.8%聚氨酯弹性纤维(氨纶)1.2%', '适用对象': '青年'}"
562298794446,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '多口袋', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '欧美简约', '工艺处理': '压皱漂白猫须磨边刮烂马骝做旧水洗', '洗水工艺': '水洗', '品牌': 'PLAYBOY/花花公子', '牛仔面料': '常规牛仔布', '货号': 'YS1717-6116', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2017年冬季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉97%聚氨酯弹性纤维(氨纶)3%', '适用对象': '青年'}"
583540473638,"{'腰型': '中低腰', '裤门襟': '拉链', '款式细节': '五袋款', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '精致韩风', '工艺处理': '漂白猫须雪花洗手擦水洗', '洗水工艺': '水洗石洗/石磨雪花洗', '品牌': '凯森哲', '牛仔面料': '加绒牛仔布', '货号': 'K3818', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年冬季', '厚薄': '加绒加厚', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉98%聚氨酯弹性纤维(氨纶)2%', '适用对象': '青年'}"
565840056915,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '五袋款', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '潮', '工艺处理': '压皱猫须破洞手擦磨边刮烂电磨针缝赤耳马骝刺绣做旧磨毛水洗石磨', '洗水工艺': '水洗石洗/石磨', '品牌': 'PLAYBOY/花花公子', '牛仔面料': '常规牛仔布', '货号': 'YS2151-2153', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2018年春季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉97%聚氨酯弹性纤维(氨纶)3%', '适用对象': '青年'}"
579622363975,"{'腰型': '中腰', '裤门襟': '拉链', '裤长': '长裤', '款式版型': '合体直筒', '裤脚口款式': '直脚', '细分风格': '商务休闲', '工艺处理': '猫须马骝刺绣水洗', '洗水工艺': '水洗', '品牌': '南极人', '牛仔面料': '加绒牛仔布', '货号': 'JR8033+', '弹力': '微弹', '基础风格': '商务绅士', '上市年份季节': '2018年冬季', '厚薄': '加绒加厚', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉62%聚酯纤维38%', '适用对象': '青年'}"
573782852825,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '立体剪裁', '裤长': '长裤', '款式版型': '宽松直筒', '裤脚口款式': '直脚', '细分风格': '商务休闲', '工艺处理': '马骝水洗', '品牌': '南极人', '牛仔面料': '常规牛仔布', '货号': 'NJR-09款', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2018年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉73%聚酯纤维25.8%聚氨酯弹性纤维(氨纶)1.2%', '适用对象': '青年'}"
583808217882,"{'裤门襟': '拉链', '裤长': '长裤', '裤脚口款式': '直脚', '工艺处理': '猫须水洗', '洗水工艺': '水洗', '品牌': 'Selected/斯莱德', '货号': '419132548', '基础风格': '时尚都市', '上市年份季节': '2019年春季', '厚薄': '常规', '销售渠道类型': '商场同款(线上线下都销售)', '材质成分': '棉84%聚酯纤维14%聚氨酯弹性纤维(氨纶)2%', '适用对象': '青年'}"
583867274276,"{'腰型': '中腰', '裤门襟': '拉链', '裤长': '长裤', '裤脚口款式': '小直脚', '细分风格': '潮', '工艺处理': '压皱水洗', '品牌': 'Selected/斯莱德', '货号': '419132534', '弹力': '无弹', '基础风格': '时尚都市', '上市年份季节': '2019年春季', '厚薄': '常规', '销售渠道类型': '商场同款(线上线下都销售)', '材质成分': '棉69%聚酯纤维29%聚氨酯弹性纤维(氨纶)2%', '适用对象': '青年'}"
584928267366,"{'裤长': '长裤', '品牌': 'Uniqlo/优衣库', '货号': 'UQ408489666', '基础风格': '其他', '上市年份季节': '2018年秋季', '材质成分': '棉87%聚酯纤维11%聚氨酯弹性纤维(氨纶)2%'}"
554651178781,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '五袋款', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '潮', '工艺处理': '压皱漂白猫须破洞雪花洗手擦磨边刮烂电磨针缝喷砂赤耳马骝镶边无工艺扎花刺绣扎染做旧蜡染磨毛水洗吊染烫印石磨', '洗水工艺': '水洗石洗/石磨砂洗石漂洗漂染碧纹洗吊染雪花洗酵素洗化学洗', '品牌': '杜凯', '牛仔面料': '常规牛仔布', '货号': '806', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2017年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉69.2%聚酯纤维29.4%聚氨酯弹性纤维(氨纶)1.4%', '适用对象': '青少年'}"
522558094341,"{'腰型': '中高腰', '裤门襟': '拉链', '款式细节': '多口袋', '裤长': '长裤', '款式版型': '合体直筒', '裤脚口款式': '直脚', '细分风格': '美式休闲', '工艺处理': '马骝水洗', '洗水工艺': '酵素洗', '品牌': 'Camel/骆驼', '牛仔面料': '常规牛仔布', '货号': 'D5X134535', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2015年秋季', '厚薄': '常规', '材质成分': '棉63.5%聚酯纤维30.2%粘胶纤维(粘纤)5.8%聚氨酯弹性纤维(氨纶)0.5%', '适用对象': '青年'}"
576045864009,"{'腰型': '中腰', '裤门襟': '拉链', '裤长': '长裤', '洗水工艺': '水洗石洗/石磨', '品牌': 'TYNOOBING/弟奴宾', '牛仔面料': '常规牛仔布', '货号': 'A117', '弹力': '微弹', '基础风格': '青春流行', '上市年份季节': '2018年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉71.9%聚酯纤维25.8%粘胶纤维(粘纤)1.3%聚氨酯弹性纤维(氨纶)1%', '适用对象': '青年'}"
575424813098,"{'腰型': '中高腰', '裤门襟': '拉链', '款式细节': '立体剪裁', '裤长': '长裤', '款式版型': '合体直筒', '裤脚口款式': '直脚', '细分风格': '商务休闲', '工艺处理': '水洗', '洗水工艺': '水洗酵素洗', '品牌': 'WK（服饰）', '牛仔面料': '棉弹牛仔布', '货号': 'K9036', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2018年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉65%聚酯纤维34%聚氨酯弹性纤维(氨纶)1%', '适用对象': '青年'}"
566140216465,"{'腰型': '中腰', '裤门襟': '拉链', '款式细节': '立体剪裁', '裤长': '长裤', '款式版型': '修身小脚', '裤脚口款式': '小直脚', '细分风格': '日系复古', '工艺处理': '猫须手擦磨边马骝做旧水洗', '洗水工艺': '水洗石洗/石磨', '品牌': 'JLXP', '牛仔面料': '常规牛仔布', '货号': 'M06...', '弹力': '微弹', '基础风格': '时尚都市', '上市年份季节': '2018年秋季', '厚薄': '常规', '销售渠道类型': '纯电商(只在线上销售)', '材质成分': '棉69.1%聚酯纤维29.7%聚氨酯弹性纤维(氨纶)1.2%', '适用对象': '青年'}"
